country,tournament,tournament_id,season_id,team_name,team_id,player_name,player_id,age,height,player_country,position,preferred_foot,contract_until,market_value,market_currency,league,season
England,Premier League,17,76986,Manchester United,35,Lisandro Martínez,859999,28,175.0,Argentina,D,Left,1814313600.0,42000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Matthijs de Ligt,803031,26,188.0,Netherlands,D,Right,1877472000.0,32000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Harry Maguire,149380,33,194.0,England,D,Right,1814313600.0,8600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Diogo Dalot,843200,27,184.0,Portugal,D,Right,1845936000.0,28000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Leny Yoro,1153315,20,190.0,France,D,Right,1877472000.0,46000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Luke Shaw,190839,30,178.0,England,D,Left,1814313600.0,7500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Ayden Heaven,1445799,19,189.0,England,D,Left,1877472000.0,32000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Tyrell Malacia,825839,26,169.0,Netherlands,D,Left,1782777600.0,4200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Tyler Fredricson,1142182,21,184.0,England,D,Right,1845936000.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Senne Lammens,964753,23,193.0,Belgium,G,Right,1909008000.0,38000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Altay Bayındır,815890,28,198.0,Türkiye,G,Right,1814313600.0,4900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Manchester United,35,Tom Heaton,18122,40,188.0,England,G,Right,1814313600.0,94000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Ollie Watkins,555386,30,179.0,England,F,Right,1845936000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Tammy Abraham,610766,28,195.0,England,F,Right,1909008000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Jadon Sancho,851100,26,180.0,England,M,Right,1782777600.0,17500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Harvey Elliott,955245,23,170.0,England,M,Left,1782777600.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Morgan Rogers,948261,23,187.0,England,M,Right,1940544000.0,86000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Douglas Luiz,867887,28,175.0,Brazil,M,Right,1782777600.0,19200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Youri Tielemans,331737,29,177.0,Belgium,M,Right,1845936000.0,33000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Emiliano Buendía,783126,29,170.0,Argentina,M,Right,1814313600.0,14600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Amadou Onana,923973,24,195.0,Belgium,M,Both,1877472000.0,41000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Leon Bailey,808590,28,178.0,Jamaica,M,Left,1814313600.0,13100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,John McGinn,250223,31,175.0,Scotland,M,Left,1845936000.0,12600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Boubacar Kamara,826204,26,184.0,France,M,Right,1909008000.0,39000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Ross Barkley,98435,32,188.0,England,M,Right,1814313600.0,3600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Alysson,1631879,20,184.0,Brazil,M,Left,1940544000.0,10800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Lamare Bogarde,1089388,22,183.0,Netherlands,M,Right,1845936000.0,17500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Bradley Burrowes,1899712,18,169.0,England,M,Right,,1800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Matty Cash,833956,28,185.0,Poland,D,Right,1877472000.0,19800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Victor Lindelöf,143334,31,187.0,Sweden,D,Right,1814313600.0,4800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Lucas Digne,96538,32,178.0,France,D,Left,1845936000.0,5500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Ian Maatsen,976263,24,178.0,Netherlands,D,Left,1909008000.0,28000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Pau Torres,864169,29,192.0,Spain,D,Left,1845936000.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Ezri Konsa,827679,28,183.0,England,D,Right,1845936000.0,42000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Tyrone Mings,303638,33,195.0,England,D,Left,1814313600.0,3200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Andrés García,1457536,23,183.0,Spain,D,Right,1877472000.0,6500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Emiliano Martínez,158263,33,195.0,Argentina,G,Right,1877472000.0,11500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Aston Villa,40,Marco Bizot,100390,35,194.0,Netherlands,G,Right,1814313600.0,1400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Alexander Isak,823941,26,193.0,Sweden,F,Right,1940544000.0,88000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Hugo Ekitiké,1048422,24,190.0,France,F,Right,1940544000.0,77000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Federico Chiesa,845386,28,175.0,Italy,F,Right,1845936000.0,11900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Rio Ngumoha,1881902,17,170.0,England,F,Right,1845936000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Mohamed Salah,159665,34,175.0,Egypt,M,Left,1814313600.0,21000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Florian Wirtz,1019322,23,175.0,Germany,M,Right,1909008000.0,95000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Dominik Szoboszlai,869856,25,187.0,Hungary,M,Right,1845936000.0,91000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Alexis Mac Allister,895324,27,176.0,Argentina,M,Right,1845936000.0,77000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Cody Gakpo,862967,27,193.0,Netherlands,M,Right,1909008000.0,58000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Ryan Gravenberch,904897,24,190.0,Netherlands,M,Right,1972166400.0,87000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Wataru Endo,143040,33,178.0,Japan,M,Right,1814313600.0,3700000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Curtis Jones,927353,25,185.0,England,M,Right,1814313600.0,33000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Stefan Bajčetić,1142636,21,185.0,Spain,M,Right,1814313600.0,3900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Trey Nyoni,1445945,18,180.0,England,M,Right,1909008000.0,8500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Virgil van Dijk,151545,34,195.0,Netherlands,D,Right,1814313600.0,15500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Ibrahima Konaté,826215,27,195.0,France,D,Right,1782777600.0,46000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Jeremie Frimpong,970361,25,171.0,Netherlands,D,Right,1909008000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Andy Robertson,262911,32,178.0,Scotland,D,Left,1782777600.0,7500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Miloš Kerkez,1097425,22,180.0,Hungary,D,Left,1909008000.0,36000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Conor Bradley,1008402,22,181.0,Northern Ireland,D,Right,1877472000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Giovanni Leoni,1473137,19,196.0,Italy,D,Right,1940544000.0,27000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Joe Gomez,318927,29,188.0,England,D,Right,1814313600.0,12600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Rhys Williams,902091,25,197.0,England,D,Right,1782777600.0,480000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Calvin Ramsay,991227,22,177.0,Scotland,D,Right,1814313600.0,1500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Alisson,243609,33,193.0,Brazil,G,Right,1814313600.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Giorgi Mamardashvili,930997,25,200.0,Georgia,G,Left,1940544000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Freddie Woodman,284417,29,187.0,England,G,Right,1782777600.0,3100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Liverpool FC,44,Harvey Davies,1008403,22,185.0,England,G,Left,1814313600.0,470000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Amine Adli,991478,26,174.0,Morocco,F,Left,1909008000.0,18100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Eli Junior Kroupi,1426228,20,179.0,France,F,Right,1909008000.0,72000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Evanilson,998490,26,181.0,Brazil,F,Both,1877472000.0,33000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Enes Ünal,336655,29,185.0,Türkiye,F,Right,1845936000.0,6800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Rayan,1464966,19,185.0,Brazil,M,Left,1940544000.0,58000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Justin Kluivert,851596,27,171.0,Netherlands,M,Right,1845936000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Ben Gannon-Doak,1154861,20,174.0,Scotland,M,Right,1909008000.0,14600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Alex Tóth,1476524,20,181.0,Hungary,M,Right,1940544000.0,13100000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Alex Scott,1104986,22,178.0,England,M,Right,1845936000.0,53000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Tyler Adams,800419,27,175.0,USA,M,Right,1845936000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Marcus Tavernier,895576,27,178.0,England,M,Left,1877472000.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Ryan Christie,322391,31,178.0,Scotland,M,Left,1877472000.0,8600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,David Brooks,855731,28,173.0,Wales,M,Left,1877472000.0,11000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Lewis Cook,548188,29,175.0,England,M,Right,1845936000.0,11600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Marcos Senesi,830659,29,184.0,Argentina,D,Left,1782777600.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Julio Soler,1201520,21,175.0,Argentina,D,Left,1877472000.0,8300000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Álex Jiménez,1184308,21,177.0,Spain,D,Right,1782777600.0,19900000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Veljko Milosavljević,1406130,19,192.0,Serbia,D,Right,1909008000.0,18600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Bafodé Diakité,962408,25,182.0,France,D,Right,1909008000.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Adrien Truffert,999028,24,176.0,France,D,Left,1909008000.0,28000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,James Hill,1156586,24,184.0,England,D,Right,1877472000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Adam Smith,44566,35,180.0,England,D,Right,1814313600.0,310000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Matai Akinmboni,1190712,19,191.0,USA,D,Left,1814313600.0,1000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Đorđe Petrović,882604,26,194.0,Serbia,G,Right,1909008000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Christos Mandas,913762,24,189.0,Greece,G,Right,1782777600.0,8199999.0,EUR,premier_league,25/26
England,Premier League,17,76986,Bournemouth,60,Fraser Forster,19314,38,201.0,England,G,Right,1782777600.0,440000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Bertrand Traoré,218160,30,180.0,Burkina Faso,F,Left,1782777600.0,3800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Wilson Isidor,877980,25,184.0,Haiti,F,Right,1845936000.0,18500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Brian Brobbey,910048,24,180.0,Netherlands,F,Right,1877472000.0,32000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Eliezer Mayenda,1168588,21,179.0,Spain,F,Left,1909008000.0,16600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Ahmed Abdullahi,1442017,22,181.0,Nigeria,F,Right,1845936000.0,750000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Romaine Mundle,1094440,23,177.0,England,F,Right,1845936000.0,6800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Granit Xhaka,117777,33,185.0,Switzerland,M,Left,1845936000.0,8500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Noah Sadiki,1171539,21,173.0,DR Congo,M,Right,1909008000.0,37000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Chemsdine Talbi,1142675,21,175.0,Morocco,M,Right,1909008000.0,23000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Habib Diarra,1128532,22,179.0,Senegal,M,Right,1909008000.0,37000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Nilson Angulo,1116571,23,182.0,Ecuador,M,Right,1909008000.0,16500000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Enzo Le Fée,984014,26,173.0,France,M,Right,1877472000.0,26000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Chris Rigg,1394089,19,177.0,England,M,Left,1909008000.0,24000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Jocelin Ta Bi,2138729,21,175.0,Côte d'Ivoire,M,Left,1909008000.0,2600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Milan Aleksić,1409347,20,179.0,Serbia,M,Right,1845936000.0,665000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Abdoullah Ba,1000139,22,180.0,France,M,Both,1814313600.0,1400000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Harrison Jones,1186076,21,185.0,England,M,Right,1814313600.0,145000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Jaydon Jones,1891914,19,175.0,England,M,Right,,,,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Reinildo Mandava,831424,32,180.0,Mozambique,D,Left,1814313600.0,4099999.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Nordi Mukiele,780014,28,185.0,France,D,Right,1877472000.0,15200000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Omar Alderete,805137,29,187.0,Paraguay,D,Left,1877472000.0,13800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Daniel Ballard,958878,26,187.0,Northern Ireland,D,Right,1877472000.0,22000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Lutsharel Geertruida,856739,25,185.0,Netherlands,D,Right,1782777600.0,22000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Trai Hume,989034,24,180.0,Northern Ireland,D,Right,1909008000.0,20000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Dennis Cirkin,1014987,24,180.0,Latvia,D,Left,1782777600.0,5600000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Luke O'Nien,365812,31,174.0,England,D,Right,1814313600.0,660000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Oliver Bainbridge,1154116,21,190.0,England,D,Left,,92000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Robin Roefs,1012928,23,193.0,Netherlands,G,Left,1909008000.0,29000000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Melker Ellborg,1099795,23,191.0,Sweden,G,Right,1909008000.0,2800000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Sunderland,41,Simon Moore,95461,36,191.0,England,G,Right,1814313600.0,81000.0,EUR,premier_league,25/26
England,Premier League,17,76986,Brighton & Hove Albion,30,Danny Welbeck,33902,35,185.0,England,F,Right,1814313600.0,3100000.0,EUR,premier_league,25/26
